id,title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
ts300399,Five Came Back: The Reference Films,SHOW,1945,TV-MA,51,['documentation'],['US'],1,,,,0.601,
tm82169,Rocky,MOVIE,1976,PG,119,"['drama', 'sport']",['US'],,tt0075148,8.1,588100,106.361,7.782
tm17823,Grease,MOVIE,1978,PG,110,"['romance', 'comedy']",['US'],,tt0077631,7.2,283316,33.16,7.406
tm191099,The Sting,MOVIE,1973,PG,129,"['crime', 'drama', 'comedy', 'music']",['US'],,tt0070735,8.3,266738,24.616,8.02
tm69975,Rocky II,MOVIE,1979,PG,119,"['drama', 'sport']",['US'],,tt0079817,7.3,216307,75.699,7.246
tm127384,Monty Python and the Holy Grail,MOVIE,1975,PG,91,"['fantasy', 'comedy']",['GB'],,tt0071853,8.2,547292,20.964,7.804
tm17249,Animal House,MOVIE,1978,R,109,['comedy'],['US'],,tt0077975,7.4,123611,17.372,7.02
ts22164,Monty Python's Flying Circus,SHOW,1969,TV-14,30,"['comedy', 'european']",['GB'],4,tt0063929,8.8,75654,24.773,8.258
tm70993,Life of Brian,MOVIE,1979,R,94,['comedy'],['GB'],,tt0079470,8,405022,19.787,7.762
tm16479,White Christmas,MOVIE,1954,,120,"['comedy', 'music', 'romance']",['US'],,tt0047673,7.5,46586,11.598,7.2
tm91699,Heroes,MOVIE,1977,PG,112,"['drama', 'comedy', 'romance']",['US'],,tt0076138,6,1883,7.869,6.5
tm12775,Play Misty for Me,MOVIE,1971,R,102,"['drama', 'thriller']",['US'],,tt0067588,6.9,29706,10.964,6.612
tm135083,Cairo Station,MOVIE,1958,,77,"['drama', 'comedy', 'crime']",['EG'],,tt0051390,7.5,4878,7.372,7.4
tm69997,Richard Pryor: Live in Concert,MOVIE,1979,R,78,"['comedy', 'documentation']",['US'],,tt0284692,8.1,5141,7.266,7.432
tm16812,Bandie,MOVIE,1978,,141,"['drama', 'romance', 'action']",['IN'],,tt1219315,4.8,37,1.862,6
tm75975,Prince,MOVIE,1969,,152,['romance'],['IN'],,tt0064842,6.8,199,2.45,7
tm156453,FTA,MOVIE,1972,R,97,"['comedy', 'documentation', 'music']",['US'],,tt0068562,6.4,433,2.062,6.1
ts45948,Monty Python's Fliegender Zirkus,SHOW,1972,TV-MA,43,['comedy'],['GB'],1,tt0202477,8.1,2199,1.475,7
tm89386,Hitler: A Career,MOVIE,1977,PG,150,"['documentation', 'history', 'european']",['DE'],,tt0191182,7.5,2718,7.155,7.4
tm71909,Amrapali,MOVIE,1966,,120,['fantasy'],['IN'],,tt0060104,6.7,251,2.805,6.3
tm100027,Alibaba Aur 40 Chor,MOVIE,1980,,138,"['drama', 'action', 'romance', 'fantasy', 'family']","['IN', 'SU']",,tt0079749,6.2,599,3.711,6.8
tm107372,Manoranjan,MOVIE,1974,,162,"['romance', 'comedy', 'drama']",['IN'],,tt0071811,6.5,259,1.48,5.3
tm10204,Professor,MOVIE,1962,,163,"['drama', 'comedy', 'romance']",['IN'],,tt0056379,6.9,312,1.911,5.8
tm336403,Khoon Khoon,MOVIE,1973,,131,"['crime', 'drama', 'thriller']",['IN'],,tt0230412,5.3,50,2.46,3.8
tm27298,Saladin the Victorious,MOVIE,1963,,186,"['drama', 'history', 'romance', 'war', 'action']",['EG'],,tt0057357,7.6,2670,6.781,7.1
tm123318,The Other Side of the Mountain,MOVIE,1975,PG,103,"['drama', 'romance']",['US'],,tt0073496,6.4,1181,5.147,6.2
tm204541,Dark Waters,MOVIE,1956,,120,"['drama', 'romance', 'thriller']",['EG'],,tt0049761,6.7,703,2.999,5.556
tm19608,The Blazing Sun,MOVIE,1954,,100,"['drama', 'crime', 'romance']",['EG'],,tt0047500,7.4,1219,2.854,6.865
tm90896,The Return of the Prodigal Son,MOVIE,1976,,124,"['drama', 'crime']","['EG', 'DZ']",,tt0074168,7.1,863,2.587,5.577
tm14350,Alexandriaâ€¦ Why?,MOVIE,1980,,133,['drama'],"['EG', 'DZ']",,tt0077751,7.3,1859,2.465,6.3
tm123613,Salaakhen,MOVIE,1975,,133,"['thriller', 'action']",['IN'],,tt0395743,5.8,78,2.358,6.7
tm81728,The Land,MOVIE,1970,,129,['drama'],['EG'],,tt0064038,8,2189,2.185,8.4
tm321219,Elaan,MOVIE,1971,,142,"['action', 'thriller', 'drama']",['IN'],,tt0367695,5.8,81,1.115,6
tm259684,Whispers,MOVIE,1980,,93,['documentation'],"['CA', 'FR', 'LB']",,tt0170803,7.8,80,0.988,5
tm344089,Lal Patthar,MOVIE,1971,,153,['drama'],['IN'],,tt0237395,6.1,147,0.963,7
ts20681,Seinfeld,SHOW,1989,TV-PG,24,['comedy'],['US'],9,tt0098904,8.9,326487,270.409,8.294
tm1217553,Top Gun,MOVIE,1986,PG,110,"['drama', 'action']",['US'],,tt0092099,6.9,465070,117.253,7.027
tm140433,Road House,MOVIE,1989,R,114,"['action', 'thriller']",['US'],,tt0098206,6.7,78096,12.574,6.59
tm131198,Rocky IV,MOVIE,1985,PG-13,91,"['drama', 'sport']",['US'],,tt0089927,6.8,211725,78.187,7.067
tm120386,Labyrinth,MOVIE,1986,PG,101,"['fantasy', 'family', 'european']","['US', 'GB']",,tt0091369,7.3,141134,20.124,7.272
tm48779,Rocky III,MOVIE,1982,PG,95,"['drama', 'sport']",['US'],,tt0084602,6.8,197284,58.888,6.863
tm125473,Fletch,MOVIE,1985,PG,98,"['comedy', 'crime', 'thriller']",['US'],,tt0089155,6.9,54766,11.702,6.728
tm2244,The 'Burbs,MOVIE,1989,PG,102,"['thriller', 'comedy']",['US'],,tt0096734,6.8,78406,18.599,6.7
tm155460,Rocky V,MOVIE,1990,PG-13,104,"['drama', 'sport']",['US'],,tt0100507,5.3,141682,49.018,5.8
tm40803,Twins,MOVIE,1988,PG,106,"['comedy', 'crime']",['US'],,tt0096320,6.1,129240,40.429,5.974
tm13,Out of Africa,MOVIE,1986,PG,161,"['drama', 'romance']",['US'],,tt0089755,7.1,81880,13.545,7.2
tm144353,Parenthood,MOVIE,1989,PG-13,124,"['comedy', 'drama']",['US'],,tt0098067,7.1,51875,13.961,6.72
ts21715,Thomas & Friends,SHOW,1984,TV-Y,10,"['animation', 'family', 'fantasy', 'music', 'drama', 'comedy', 'action', 'war']",['GB'],24,tt13274684,6.5,5528,72.342,6.483
tm119312,Legal Eagles,MOVIE,1986,PG,116,"['comedy', 'romance', 'crime']",['US'],,tt0091396,6,11350,11.231,6
tm117580,She's Gotta Have It,MOVIE,1986,R,84,"['comedy', 'romance']",['US'],,tt0091939,6.8,15202,8.583,6.7
tm24110,Strange Voices,MOVIE,1987,,100,['drama'],['US'],,tt0094052,6.2,388,1.219,6.8
ts2760,Fireman Sam,SHOW,1987,TV-Y,10,"['comedy', 'animation', 'family', 'crime', 'european']",['GB'],13,tt0329829,6.1,1875,50.615,6.826
tm157853,In Defense of a Married Man,MOVIE,1990,,94,"['drama', 'crime']",['US'],,tt0099833,5.5,220,2.206,5
tm127515,The Four Seasons,MOVIE,1981,PG,107,"['romance', 'comedy', 'drama']",['US'],,tt0082405,6.8,5093,6.269,6.282
tm133914,Parrot Sketch Not Included: Twenty Years of Monty Python,MOVIE,1989,,72,['comedy'],['GB'],,tt0213984,8.1,1555,1.757,7.1
tm52274,The Little Wars,MOVIE,1983,,108,"['drama', 'war', 'european']","['LB', 'FR']",,tt0084492,6.4,161,2.318,5.5
tm49037,Mobile Suit Gundam III: Encounters in Space,MOVIE,1982,R,144,"['animation', 'action', 'drama', 'scifi', 'war']",['JP'],,tt0159511,7.6,1322,11.016,7.561
tm62924,Monty Python Live at the Hollywood Bowl,MOVIE,1982,R,77,"['comedy', 'documentation']",['GB'],,tt0084352,7.9,15393,10.07,7.4
ts987,Danger Mouse,SHOW,1981,TV-Y,14,"['animation', 'comedy', 'family', 'scifi', 'action', 'european']",['GB'],10,tt0081848,7.4,3678,6.517,7.2
tm147829,Unspeakable Acts,MOVIE,1990,,100,['drama'],['US'],,tt0100848,6.1,494,2.641,5.3
tm125985,Mobile Suit Gundam II: Soldiers of Sorrow,MOVIE,1981,PG-13,135,"['animation', 'action', 'drama', 'scifi', 'war']",['JP'],,tt0159510,7.2,1378,10.359,7.291
tm40103,Mobile Suit Gundam: Char's Counterattack,MOVIE,1988,,124,"['animation', 'action', 'drama', 'scifi', 'war']",['JP'],,tt0095262,7.3,1824,8.869,6.907
tm159912,Agneepath,MOVIE,1990,,174,"['drama', 'crime', 'action']",['IN'],,tt0098999,7.6,9142,7.424,6.4
tm126769,Waiting for the Hearse,MOVIE,1985,,87,['comedy'],['AR'],,tt0089108,8,6714,7.593,8.18
tm114356,The George McKenna Story,MOVIE,1986,,100,['drama'],['US'],,tt0091106,6,974,3.385,6.1
tm137013,The Ryan White Story,MOVIE,1989,,102,['drama'],['US'],,tt0098237,7.2,903,2.683,6.308
tm52815,Disco Dancer,MOVIE,1982,,134,"['drama', 'romance']",['IN'],,tt0208903,6.4,1548,6.019,5.45
tm94651,Dostana,MOVIE,1982,,161,"['drama', 'comedy', 'romance', 'action', 'crime']",['IN'],,tt1305019,1.7,26,5.947,6.1
tm446654,Mujrim,MOVIE,1989,,162,"['drama', 'action', 'crime']",['IN'],,tt1279466,5.5,232,5.599,8
tm172482,Sohni Mahiwal,MOVIE,1985,,160,"['drama', 'romance', 'action']",['IN'],,tt0807047,6.1,297,5.222,5.8
tm157603,Dil,MOVIE,1990,,172,"['drama', 'comedy', 'romance']",['IN'],,tt0099429,6.6,5467,3.882,6.5
tm411457,Pyar Ke Do Pal,MOVIE,1986,,153,"['action', 'drama']",['IN'],,tt0358053,6.2,78,2.694,10
tm371359,Jaal,MOVIE,1986,,159,"['action', 'drama', 'thriller']",['IN'],,tt0239495,5.2,141,2.034,6.7
tm342996,Duniya,MOVIE,1984,,170,"['action', 'drama']",['IN'],,tt0301231,6.4,265,1.947,10
tm348735,Aakhri Adaalat,MOVIE,1988,,148,"['crime', 'action', 'thriller']",['IN'],,tt0177505,5.4,103,1.932,5
tm55091,Quiet Victory: The Charlie Wedemeyer Story,MOVIE,1988,,100,['drama'],['US'],,tt0095945,7.2,149,1.93,8
tm311264,Muqaddar Ka Faisla,MOVIE,1987,,172,"['comedy', 'drama', 'family', 'action']",['IN'],,tt0239682,4.8,73,1.908,
tm151332,"Alexandria, Again and Forever",MOVIE,1990,,105,['drama'],"['EG', 'FR']",,tt0099858,6.5,720,1.764,5.3
tm258072,Adam: His Song Continues,MOVIE,1986,,100,"['crime', 'drama']",['US'],,tt0090589,6.9,220,1.742,7.5
tm51083,A Stoning in Fulham County,MOVIE,1988,,95,"['drama', 'thriller', 'crime']",['US'],,tt0096179,5.9,416,1.646,5.3
tm419052,Ek Jaan Hain Hum,MOVIE,1983,,151,"['family', 'romance']",['IN'],,tt0379272,6.3,79,1.506,7
tm38736,Too Young The Hero,MOVIE,1988,,100,"['drama', 'war']",['US'],,tt0096286,6.8,519,1.467,6.2
tm47673,An Egyptian Story,MOVIE,1983,,129,"['drama', 'fantasy']",['EG'],,tt0084042,7.3,1190,1.19,6.7
ts20981,Survivor,SHOW,2000,,48,['reality'],['US'],44,tt0760143,7.5,25709,66.565,7.426
ts20339,One Piece,SHOW,1999,TV-14,23,"['action', 'comedy', 'animation', 'scifi', 'fantasy', 'drama']",['JP'],21,tt0388629,8.9,133488,174.112,8.707
ts21223,PokÃ©mon,SHOW,1997,TV-Y7,22,"['scifi', 'action', 'animation', 'comedy', 'fantasy', 'family']",['JP'],25,tt1306685,7.4,224,534.831,7.7
tm185123,Sleepless in Seattle,MOVIE,1993,PG,105,"['comedy', 'drama', 'romance']",['US'],,tt0108160,6.8,180523,17.739,6.711
tm122434,Forrest Gump,MOVIE,1994,PG-13,142,"['comedy', 'drama', 'romance']",['US'],,tt0109830,8.8,2106826,69.614,8.479
tm123099,Reservoir Dogs,MOVIE,1992,R,99,"['thriller', 'crime', 'drama']",['US'],,tt0105236,8.3,1031133,31.647,8.141
ts21567,Gilmore Girls,SHOW,2000,TV-14,46,"['comedy', 'drama']",['US'],8,tt0238784,8.2,131967,265.155,7.916
ts34435,Cowboy Bebop,SHOW,1998,TV-14,25,"['scifi', 'western', 'action', 'thriller', 'animation', 'comedy', 'drama']",['JP'],1,tt0213338,8.9,123834,60.015,8.522
tm60722,Galaxy Quest,MOVIE,1999,PG,101,"['scifi', 'comedy']",['US'],,tt0177789,7.4,166882,17.967,7.1
ts20983,Neon Genesis Evangelion,SHOW,1995,TV-14,24,"['scifi', 'animation', 'action', 'fantasy', 'thriller', 'drama']",['JP'],1,tt0400911,8.5,73413,51.872,8.656
tm107165,Jerry Maguire,MOVIE,1996,R,138,"['drama', 'romance', 'sport', 'comedy']",['US'],,tt0116695,7.3,272498,20.241,6.947
tm39130,Notting Hill,MOVIE,1999,PG-13,124,"['romance', 'comedy', 'drama']","['US', 'GB']",,tt0125439,7.2,320706,27.642,7.261
ts21321,The Real World,SHOW,1992,TV-14,32,"['reality', 'comedy', 'animation', 'documentation', 'drama']",['US'],33,tt1051951,6.3,28,22.549,6.1
ts20960,Power Rangers,SHOW,1993,TV-G,22,"['action', 'scifi', 'family', 'fantasy', 'animation']",['US'],29,tt0106064,6.5,23091,37.756,6.83
tm53991,Big Daddy,MOVIE,1999,PG-13,93,"['comedy', 'drama', 'european']",['US'],,tt0142342,6.4,222489,24.717,6.453
tm11556,The Quick and the Dead,MOVIE,1995,R,107,"['western', 'thriller', 'action', 'romance']","['JP', 'US']",,tt0114214,6.5,97101,19.366,6.5
ts6236,Big Brother,SHOW,2000,TV-14,43,['reality'],['US'],24,tt0251497,5.5,10811,67.799,4.938
tm191374,I Know What You Did Last Summer,MOVIE,1997,R,101,"['horror', 'thriller']",['US'],,tt0125208,5.7,142696,15.885,5.933
ts22193,The Magic School Bus,SHOW,1994,TV-Y,26,"['animation', 'comedy', 'family', 'fantasy', 'scifi']","['US', 'CA']",4,tt0108847,7.8,10291,23.413,7.7
ts21034,Inuyasha,SHOW,2000,TV-PG,25,"['animation', 'action', 'comedy', 'drama', 'fantasy', 'romance', 'scifi']",['JP'],9,tt0290357,7.9,16790,130.678,8.6
tm12172,Kicking and Screaming,MOVIE,1995,R,95,"['comedy', 'drama', 'romance']",['US'],,tt0113537,6.7,14015,11.962,6.285
tm191772,Seven Years in Tibet,MOVIE,1997,PG-13,139,"['drama', 'war', 'history']","['GB', 'US']",,tt0120102,7.1,147831,22.433,7.162
ts25252,Yu-Gi-Oh!,SHOW,1998,TV-Y,22,"['scifi', 'action', 'family', 'fantasy', 'animation', 'comedy', 'drama']",['JP'],7,tt0249327,7.3,21954,28.2,7.23
tm53805,Stepmom,MOVIE,1998,PG-13,125,"['drama', 'comedy']",['US'],,tt0120686,6.8,70584,18.658,7.148
tm46173,The Mask of Zorro,MOVIE,1998,PG-13,136,"['action', 'comedy', 'romance', 'thriller', 'western']",['US'],,tt0120746,6.8,188900,37.868,6.5
tm46410,Life,MOVIE,1999,R,108,"['comedy', 'crime', 'drama']",['US'],,tt0123964,6.8,52243,19.109,6.6
tm190835,Neon Genesis Evangelion: The End of Evangelion,MOVIE,1997,,87,"['drama', 'animation', 'action', 'scifi', 'fantasy']",['JP'],,tt0169858,8.1,57273,34.894,8.363
ts11397,Adventures of Sonic the Hedgehog,SHOW,1993,TV-Y7,22,"['scifi', 'action', 'comedy', 'western', 'family', 'animation', 'fantasy']",['US'],4,tt0222518,6.2,4035,16.231,6.5
tm6859,My Girl,MOVIE,1991,PG,102,"['drama', 'comedy', 'family', 'romance', 'european']",['US'],,tt0102492,6.9,83620,35.444,7.4
ts27693,Kenan & Kel,SHOW,1996,TV-Y7,25,"['family', 'comedy']",['US'],4,tt0115231,7.8,16037,47.356,8.253
tm255589,One Last Shot,MOVIE,1998,,30,[],[],,,,,2.31,5.2
ts21581,Girlfriends,SHOW,2000,TV-PG,21,"['drama', 'comedy']",['US'],8,tt0247102,7.4,4715,55.719,7.607
ts22039,H,SHOW,1998,TV-MA,25,['comedy'],['FR'],4,tt0173554,7.4,1803,5.473,7.375
tm64817,Jerry Seinfeld: I'm Telling You for the Last Time,MOVIE,1998,G,75,"['comedy', 'documentation']",['US'],,tt0500140,7.8,5998,5.353,7.468
tm63514,The Last Days,MOVIE,1999,PG-13,87,"['drama', 'documentation', 'war']",['US'],,tt0174852,7.9,4871,6.591,7.589
tm56033,Croupier,MOVIE,1998,R,94,"['thriller', 'drama', 'european', 'crime']","['IE', 'GB', 'DE', 'FR']",,tt0159382,7,22470,11.297,6.776
tm10811,Heavy,MOVIE,1995,R,105,"['drama', 'romance']",['US'],,tt0114811,6.8,5382,4.536,6.8
ts16919,All That,SHOW,1994,TV-G,24,"['comedy', 'family', 'music']",['US'],11,tt0111875,7.5,7913,16.738,8.119
tm110217,The Nutty Professor,MOVIE,1996,PG-13,95,"['romance', 'comedy', 'scifi']",['US'],,tt0117218,5.7,119572,19.383,5.6
ts21684,Heartbreak High,SHOW,1994,TV-14,45,"['drama', 'romance']",['AU'],7,tt0108800,7.8,3341,28.799,7.115
tm1280414,Evangelion: Death (True)Â²,MOVIE,1998,,69,"['animation', 'scifi', 'action', 'drama']",['JP'],,,,,11.192,7
ts25249,The Wiggles,SHOW,1998,TV-Y,20,"['family', 'fantasy', 'music', 'comedy', 'european']",['AU'],10,tt0454656,8,165,20.011,6.214
tm55369,Edge of Seventeen,MOVIE,2000,R,104,"['romance', 'comedy', 'drama']",['US'],,tt0138414,6.8,6803,8.508,6.5
ts22286,Cardcaptor Sakura,SHOW,1998,TV-Y7,25,"['scifi', 'action', 'comedy', 'drama', 'family', 'fantasy', 'romance', 'animation']",['JP'],4,tt0221735,8,5234,89.819,8.589
ts28516,Okupas,SHOW,2000,TV-MA,40,"['drama', 'crime']",['AR'],1,tt0289649,9,2630,7.29,8.635
tm188606,Sankofa,MOVIE,1993,,124,"['drama', 'european']","['ET', 'DE', 'GH', 'GB', 'US', 'BF']",,tt0108041,7,743,3.14,6
tm113234,A Chinese Odyssey Part One: Pandora's Box,MOVIE,1995,,88,"['action', 'comedy', 'fantasy', 'drama', 'romance']",['HK'],,tt0112778,7.5,7724,11.512,7.3
ts20918,The Parkers,SHOW,1999,TV-PG,19,['comedy'],['US'],5,tt0200353,6.9,2486,15.417,7.9
ts20939,Moesha,SHOW,1996,TV-14,21,"['drama', 'family', 'comedy']",['US'],6,tt0115275,5.8,3899,16.214,6.9
ts21693,"Sister, Sister",SHOW,1994,TV-PG,22,"['comedy', 'drama', 'family']",['US'],6,tt0108927,6.3,13054,32.225,7.456
tm34391,Before the Flying Circus,MOVIE,2000,,55,"['comedy', 'documentation']",['GB'],,tt9230920,7.3,186,2.078,8.5
tm189773,Maya Memsaab,MOVIE,1993,PG-13,126,"['drama', 'romance']",['IN'],,tt0137100,5.4,2260,3.476,5.806
tm55100,Dil Se..,MOVIE,1998,PG-13,163,"['drama', 'romance']",['IN'],,tt0164538,7.5,29580,7.346,6.817
tm41525,Herod's Law,MOVIE,2000,R,123,"['comedy', 'crime', 'drama']",['MX'],,tt0221344,7.8,6414,12.915,7.983
tm113275,A Chinese Odyssey Part Two: Cinderella,MOVIE,1995,,99,"['action', 'fantasy', 'comedy', 'romance']","['CN', 'HK']",,tt0114996,7.8,7900,11.979,7.5
tm37642,Blue Streak,MOVIE,1999,PG-13,93,"['comedy', 'crime', 'thriller', 'action']","['DE', 'US']",,tt0181316,6.3,85125,39.153,6.5
tm184502,Kabhi Haan Kabhi Naa,MOVIE,1994,G,158,"['romance', 'drama', 'comedy', 'music']",['IN'],,tt0110222,7.7,18728,8.073,6.523
tm12876,Bombay,MOVIE,1995,,141,"['drama', 'romance']",['IN'],,tt0112553,8.1,13031,5.67,7.2
tm27601,Phir Bhi Dil Hai Hindustani,MOVIE,2000,PG-13,160,"['comedy', 'drama', 'romance']",['IN'],,tt0222270,6.1,7954,5.662,6.5
tm105716,Chaahat,MOVIE,1996,G,148,"['drama', 'romance']",['IN'],,tt0172234,5.5,3014,4.134,6.722
tm29212,Nutty Professor II: The Klumps,MOVIE,2000,PG-13,106,"['romance', 'scifi', 'comedy']",['US'],,tt0144528,4.4,51851,19.541,5
tm117873,Hum Aapke Hain Koun..!,MOVIE,1994,,206,"['drama', 'comedy', 'romance']",['IN'],,tt0110076,7.5,21674,7.762,6.415
tm189171,Wild Tango,MOVIE,1993,R,124,"['drama', 'music', 'romance']","['ES', 'AR']",,tt0108291,6.7,1652,4.917,6.2
tm67635,Kuch Kuch Hota Hai,MOVIE,1998,G,177,"['drama', 'romance', 'comedy']",['IN'],,tt0172684,7.5,54032,15.8,7.6
tm118256,Yaar Gaddar,MOVIE,1994,,147,"['crime', 'action', 'drama']",['IN'],,tt0111780,3.7,168,2.383,6
ts8570,Barney & Friends,SHOW,1992,TV-G,29,"['comedy', 'family']",['US'],14,tt0144701,3.9,7883,31.939,4.851
tm44776,The Other,MOVIE,1999,,106,"['drama', 'romance', 'european']","['EG', 'FR']",,tt0196355,5.9,1030,0.84,5.955
tm128925,Chamatkar,MOVIE,1992,G,163,"['comedy', 'drama', 'fantasy', 'crime']",['IN'],,tt0126235,6.5,6508,7.592,6.579
tm62176,Mann,MOVIE,1999,,174,"['drama', 'romance']",['IN'],,tt0206921,6.1,5633,4.443,6.6
tm110766,Chronicle of a Disappearance,MOVIE,1998,,84,['drama'],"['DE', 'PS', 'US', 'FR']",,tt0115895,6.9,775,2.674,6.4
tm8859,Oh Darling! Yeh Hai India!,MOVIE,1995,G,153,['comedy'],['IN'],,tt0114031,4,1790,2.346,5.2
ts251477,My First Errand,SHOW,1991,TV-G,18,['reality'],['JP'],12,,,,16.506,8
ts224786,Escalona,SHOW,1991,TV-MA,44,['drama'],['CO'],1,,,,8.981,7.612
tm58893,Duplicate,MOVIE,1998,PG,165,"['comedy', 'action', 'crime', 'romance', 'thriller']",['IN'],,tt0164550,5.5,7914,6.785,5.9
tm9898,Muthu,MOVIE,1995,G,165,"['comedy', 'drama', 'romance', 'action']",['IN'],,tt0140399,7.6,3056,6.74,7.08
tm62385,Hum Saath Saath Hain,MOVIE,1999,G,177,"['romance', 'family', 'drama']",['IN'],,tt0216817,6.3,8985,6.587,6
tm12482,Ram Jaane,MOVIE,1995,,172,"['crime', 'action', 'drama', 'romance']",['IN'],,tt0114231,5.4,4087,4.962,5.143
tm118438,Anjaam,MOVIE,1994,,146,"['drama', 'thriller', 'romance', 'crime']",['IN'],,tt0109134,6.6,6808,4.901,7.25
tm110225,English Babu Desi Mem,MOVIE,1996,PG,163,"['romance', 'comedy', 'drama']",['IN'],,tt0136153,4.6,2459,4.53,5.346
tm191614,Destiny,MOVIE,1997,,136,"['drama', 'history', 'romance', 'comedy']","['EG', 'FR']",,tt0119629,7.2,2995,3.905,6.8
tm110160,Avvai Shanmugi,MOVIE,1996,PG-13,160,"['drama', 'comedy']",['IN'],,tt0139872,7.9,2706,3.89,7.4
tm42397,Hello Brother,MOVIE,1999,,131,"['romance', 'comedy', 'action', 'fantasy']",['IN'],,tt0233856,4.6,4393,3.796,5.7
tm184224,Sinbad: Afros and Bellbottoms,MOVIE,1993,PG-13,59,"['comedy', 'documentation']",['US'],,tt0938331,7.7,189,3.404,5.5
tm184326,Damini,MOVIE,1993,,175,"['drama', 'crime']",['IN'],,tt0106655,7.8,3693,3.401,7.8
tm57169,Monty Python: Live at Aspen,MOVIE,1998,,58,"['comedy', 'documentation']","['GB', 'US']",,tt0287570,7.8,1122,3.351,6.9
tm47530,Jeans,MOVIE,1998,,175,"['comedy', 'drama', 'romance']",['IN'],,tt0151121,6.4,3728,2.978,6.483
tm52083,West Beirut,MOVIE,1998,PG-13,105,"['comedy', 'drama', 'romance', 'war', 'european']","['LB', 'BE', 'FR', 'NO']",,tt0157183,7.6,4462,2.905,7.4
tm256669,Gumrah,MOVIE,1993,,149,"['crime', 'drama', 'thriller', 'action']",['IN'],,tt0107060,6.1,857,2.724,7.4
tm449775,Shikari,MOVIE,1991,,162,"['drama', 'action']","['SU', 'IN']",,tt0170416,5.8,79,2.671,6.7
tm7032,Out of Life,MOVIE,1991,,97,"['drama', 'crime', 'war', 'european']","['IT', 'LB', 'BE', 'FR']",,tt0102058,6.9,412,2.565,6.3
tm210754,Have You Ever Seen Fireflies? - Theatre Play,MOVIE,1999,,118,"['comedy', 'drama']",['TR'],,,,,2.531,7.8
tm334788,Yodha,MOVIE,1991,,142,"['drama', 'action']",['IN'],,tt0267130,4.5,214,2.396,5
tm192301,Minsara Kanavu,MOVIE,1997,G,145,"['comedy', 'drama', 'romance']",['IN'],,tt0282003,6.7,1276,2.181,6.708
tm314602,Dushmani,MOVIE,1995,,156,"['action', 'romance', 'drama']",['IN'],,tt0112916,5,258,2.179,8.3
tm203186,Children of Shatila,MOVIE,1999,,50,"['documentation', 'history']",['LB'],,tt0243174,7.7,105,2.004,6.7
tm64729,Sinbad: Nothin' but the Funk,MOVIE,1997,,55,"['comedy', 'documentation']",['US'],,tt0938332,6.4,70,1.939,5.2
tm117840,The Emigrant,MOVIE,1994,,129,['drama'],"['EG', 'FR']",,tt0110545,6.5,1056,1.548,6.1
tm424630,A Triumph of the Heart: The Ricky Bell Story,MOVIE,1991,,100,"['drama', 'sport']",['US'],,tt0103123,7.2,256,1.5,5.1
tm204173,Aashik Aawara,MOVIE,1993,,153,"['romance', 'comedy', 'drama']",['IN'],,tt0106206,4.8,345,1.462,5.5
tm1096916,The Trial of Adolf Eichmann,MOVIE,1997,,90,['documentation'],['FR'],,tt0280153,7.4,123,1.448,7.7
tm326102,Qila,MOVIE,1998,,160,"['drama', 'family', 'music']",['IN'],,tt0286907,4.9,137,1.414,6
tm7810,Nightmare in Columbia County,MOVIE,1991,,100,"['drama', 'crime', 'thriller']",['US'],,tt0102537,5.5,364,1.357,6
tm104933,Sinbad: Son of a Preacher Man,MOVIE,1996,,56,"['comedy', 'documentation']",['US'],,tt0938333,6.8,128,1.057,5.8
ts4,Breaking Bad,SHOW,2008,TV-MA,48,"['drama', 'comedy', 'crime', 'thriller']",['US'],5,tt0903747,9.5,1936461,451.776,8.868
ts9,The Walking Dead,SHOW,2010,TV-MA,46,"['action', 'drama', 'horror', 'thriller']",['US'],11,tt1520211,8.1,1013253,656.772,8.116
ts21469,Grey's Anatomy,SHOW,2005,TV-14,48,"['drama', 'romance']",['US'],19,tt0413573,7.6,316260,1003.948,8.256
ts17156,Arrested Development,SHOW,2003,TV-MA,28,['comedy'],['US'],5,tt0367279,8.7,309568,53.506,8.007
ts8308,Community,SHOW,2009,TV-PG,23,['comedy'],['US'],6,tt1439629,8.5,271794,123.496,8
ts22337,NCIS,SHOW,2003,TV-PG,43,"['thriller', 'comedy', 'action', 'crime', 'drama']",['US'],20,tt0368526,7.7,137745,529.18,7.622
ts3371,Avatar: The Last Airbender,SHOW,2005,TV-Y7,24,"['animation', 'action', 'family', 'fantasy']",['US'],3,tt0417299,9.3,324247,70.273,8.7
ts21465,Supernatural,SHOW,2005,TV-14,45,"['drama', 'scifi', 'thriller', 'fantasy', 'horror']",['US'],15,tt0460681,8.4,453184,572.356,8.303
ts20371,Top Gear,SHOW,2002,TV-PG,58,"['comedy', 'reality', 'european', 'music']",['GB'],33,tt1628033,8.7,120892,65.944,7.38
tm44313,The Lord of the Rings: The Fellowship of the Ring,MOVIE,2001,PG-13,178,"['fantasy', 'action', 'drama']","['NZ', 'US']",,tt0120737,8.8,1895545,110.122,8.394
ts288536,The Great British Baking Show,SHOW,2010,TV-PG,58,"['reality', 'european']",['GB'],13,tt1877368,8.6,11204,18.258,7.611
ts20604,Friday Night Lights,SHOW,2006,TV-14,43,"['drama', 'sport']",['US'],5,tt0758745,8.7,68182,19.601,8.035
