id,title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm266622,Iliza Shlesinger: Confirmed Kills,MOVIE,2016,,77,['comedy'],['US'],,tt6081882,6.6,3021,4.708,6.425
ts37804,W/ Bob & David,SHOW,2015,TV-MA,35,['comedy'],['US'],1,tt4574708,7.4,4160,4.499,6.818
tm212909,Just the Way You Are,MOVIE,2015,,107,"['drama', 'romance']",['PH'],,tt3837166,6.3,544,3.96,7.4
tm220473,Colin Quinn: Unconstitutional,MOVIE,2015,,55,['comedy'],['US'],,tt4392266,7.1,488,2.621,6.9
tm272413,Colin Quinn: The New York Story,MOVIE,2016,,62,['comedy'],['US'],,tt6257714,6.9,1031,2.446,6.083
tm290444,Pandora,MOVIE,2016,R,136,"['action', 'thriller', 'drama']",['KR'],,tt6302160,6.6,7895,19.002,7.504
tm226320,Trouble on Wheels,MOVIE,2015,PG-13,105,"['comedy', 'action', 'drama']",['TR'],,tt4974684,6.7,9260,6.485,6.377
ts52981,White Rabbit Project,SHOW,2016,TV-PG,48,['reality'],['US'],1,tt10767386,6.9,1693,5.187,6.6
tm233015,Fitoor,MOVIE,2016,,131,"['drama', 'romance']",['IN'],,tt4399594,5.4,4986,5.11,5.9
tm200454,Ok Kanmani,MOVIE,2015,PG,139,"['drama', 'romance']",['IN'],,tt4271820,7.4,6254,4.998,6.772
tm232931,Hannibal Buress: Comedy Camisado,MOVIE,2016,R,67,['comedy'],['US'],,tt5352432,6.6,1556,4.8,6.4
ts41151,Hibana: Spark,SHOW,2016,TV-MA,53,['drama'],['JP'],1,tt5301958,7.8,1017,4.718,7.8
tm244380,Barcelona: A Love Untold,MOVIE,2016,,132,"['drama', 'romance']",['PH'],,tt5755912,6.6,796,4.154,6
tm203056,Husband Factor,MOVIE,2015,PG-13,108,"['romance', 'comedy', 'drama', 'fantasy']",['TR'],,tt4450706,6.1,5234,3.512,5.7
tm245791,My Stupid Boss,MOVIE,2016,,106,"['comedy', 'drama']",['ID'],,tt5514296,7.1,1637,3.319,6.9
tm231911,Everyday I Love You,MOVIE,2015,,122,"['drama', 'romance']",['PH'],,tt4944460,7,516,2.823,7.8
tm311456,Sen Benim Her Åžeyimsin,MOVIE,2016,,107,['comedy'],['TR'],,tt5748380,6.2,2820,2.679,6.037
tm350159,Couple of Days,MOVIE,2016,,103,['drama'],['NG'],,tt9741588,7,23,1.27,3
tm221883,Gridlocked,MOVIE,2016,R,114,['action'],['CA'],,tt2724532,5.8,4745,10.554,5.9
tm240733,100 Meters,MOVIE,2016,,108,"['comedy', 'drama', 'european']",['ES'],,tt5089786,7.5,6563,8.215,7.3
tm193378,Iliza Shlesinger: Freezing Hot,MOVIE,2015,,71,"['comedy', 'documentation']",['US'],,tt4073952,6.8,2733,4.476,6.7
tm215054,Chris Tucker: Live,MOVIE,2015,,92,"['comedy', 'documentation']",['US'],,tt4835636,6.3,2027,3.642,6
tm233121,Dedemin FiÅŸi,MOVIE,2016,PG,100,"['comedy', 'family']",['TR'],,tt5191238,5.5,3524,2.98,5.468
ts38813,Bottersnikes & Gumbles,SHOW,2016,TV-Y7,13,"['comedy', 'animation', 'action', 'family']","['US', 'AU', 'GB']",4,tt6015820,5.3,50,6.713,6
tm234069,Wedding Association 2: Circumcision,MOVIE,2015,PG-13,107,['comedy'],['TR'],,tt5114588,6.3,10732,5.533,5.944
tm220317,Demetri Martin: Live (At The Time),MOVIE,2015,,61,"['comedy', 'documentation']",['US'],,tt4512714,7.4,2286,4.423,7
tm207734,Chris D'Elia: Incorrigible,MOVIE,2015,R,84,"['comedy', 'documentation']",['US'],,tt4624852,6.4,1567,3.878,6.189
tm211424,Dharam Sankat Mein,MOVIE,2015,PG-13,129,"['drama', 'fantasy', 'thriller', 'comedy']",['IN'],,tt4354740,6.3,2323,3.762,6.8
tm230478,Brent Morin: I'm Brent Morin,MOVIE,2015,,67,['comedy'],['US'],,tt5280664,6.5,728,3.752,7.308
tm211273,Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),MOVIE,2015,,78,['comedy'],['US'],,tt4703660,6.8,1506,3.518,6.8
tm227922,Anjelah Johnson: Not Fancy,MOVIE,2015,,63,"['comedy', 'documentation']",['US'],,tt4199110,5.8,731,3.134,4.7
tm211302,Front Cover,MOVIE,2016,,87,"['comedy', 'drama', 'romance']",['US'],,tt4085274,6.4,1059,2.865,6.2
tm214589,The Breakup Playlist,MOVIE,2015,,117,"['romance', 'drama', 'music']",['PH'],,tt4628812,6.5,320,2.737,6.8
tm283909,The Super Parental Guardians,MOVIE,2016,,115,['comedy'],['PH'],,tt6271110,4.6,231,2.569,5.5
ts41485,Vanished 46,SHOW,2016,TV-MA,63,"['scifi', 'action', 'drama', 'thriller', 'crime']",['TR'],1,tt5606154,8.2,4473,2.465,7.111
tm219739,The Love Affair,MOVIE,2015,,125,"['drama', 'romance']",['PH'],,tt4202506,6.3,274,2.42,5.7
tm198842,Souk Bazaar,MOVIE,2015,PG,97,['comedy'],['TR'],,tt4324242,5.2,1940,1.936,4.9
ts79799,Dragons: Race to the Edge,SHOW,2015,TV-Y7,22,"['action', 'scifi', 'animation', 'family', 'comedy', 'drama', 'fantasy']",['US'],6,tt4816058,8.2,6953,53.846,8.201
ts41258,Cinderella and Four Knights,SHOW,2016,TV-PG,61,"['drama', 'comedy', 'romance']",['KR'],1,tt5764414,7.4,4405,20.506,7.1
ts38761,Another Miss Oh,SHOW,2016,TV-MA,67,"['drama', 'fantasy', 'romance', 'comedy']",['KR'],1,tt5679572,7.8,2049,16.67,8.179
tm148662,The Boss: Anatomy of a Crime,MOVIE,2015,,98,"['drama', 'crime']","['AR', 'VE']",,tt3854234,7.3,2298,14.361,7.728
ts56221,Rainbow Ruby,SHOW,2016,TV-Y,12,"['family', 'fantasy', 'animation', 'comedy']",['CN'],5,tt5828144,6.7,91,11.284,6
ts128895,Midnight Diner: Tokyo Stories,SHOW,2016,TV-14,25,['drama'],['JP'],2,tt6150576,8.4,4452,10.53,7.5
ts119087,Sunny Bunnies,SHOW,2015,TV-Y,3,"['animation', 'family']",['BY'],5,tt7264084,6.1,114,9.909,2
ts54010,My Runway,SHOW,2016,TV-14,24,"['comedy', 'drama', 'fantasy', 'romance']",['KR'],1,tt6968336,6.3,309,9.61,7.588
ts74929,H20: Mermaid Adventures,SHOW,2015,TV-Y,24,"['fantasy', 'romance', 'animation', 'comedy', 'drama', 'family', 'european']",['FR'],2,tt4610750,5.5,219,9.607,7.864
ts53065,One More Time,SHOW,2016,TV-14,31,"['drama', 'scifi', 'fantasy']",['KR'],1,tt6212990,6.8,615,9.499,6.727
ts52943,The Sound of Your Heart,SHOW,2016,,24,"['drama', 'comedy', 'animation']",['KR'],2,tt4613520,8.2,1270,9.065,7.706
ts21876,My Sunshine,SHOW,2015,TV-PG,45,"['drama', 'romance']",['CN'],1,tt6131630,6.6,230,9.001,6.433
ts55966,LEGO Friends: The Power of Friendship,SHOW,2016,TV-Y,23,['animation'],['US'],2,tt6464612,7.1,55,8.845,7.631
ts82327,Ð¢Ñ€Ð¸ ÐºÐ¾Ñ‚Ð°,SHOW,2015,TV-Y,6,"['animation', 'comedy', 'family']",['RU'],3,tt7038964,7,115,7.641,5
ts86831,The Good Cop,SHOW,2015,TV-MA,28,"['comedy', 'drama']",['IL'],3,tt6070434,7.6,412,7.479,7
ts75829,Lego Bionicle: The Journey to One,SHOW,2016,TV-Y7,20,"['animation', 'fantasy', 'scifi', 'action']",['US'],2,tt5075942,5.5,198,6.88,7.2
tm424879,Road To High & Low,MOVIE,2016,,95,"['action', 'drama']",['JP'],,tt5659164,6.4,232,6.745,7
tm227044,Shaandaar,MOVIE,2015,G,144,"['comedy', 'drama', 'romance']",['IN'],,tt4007558,3.6,5993,5.997,4.8
tm245148,Jim Jefferies: Freedumb,MOVIE,2016,R,86,"['comedy', 'documentation']",['US'],,tt5849950,7.7,5642,5.95,7.268
tm198496,Aziz Ansari: Live at Madison Square Garden,MOVIE,2015,,58,['comedy'],['US'],,tt4530184,6.6,3319,5.886,6.7
ts83535,Popples,SHOW,2015,,25,['animation'],"['FR', 'RU', 'US']",3,tt4210022,6.1,57,5.78,8
ts81898,Kazoops!,SHOW,2016,,13,"['animation', 'comedy', 'family', 'fantasy']","['GB', 'AU']",3,tt6312916,7.4,126,5.763,8
ts43341,Atelier,SHOW,2015,TV-14,69,"['drama', 'documentation', 'comedy']",['JP'],1,tt0843393,5,7,5.692,7.471
ts53513,Back to 1989,SHOW,2016,TV-14,44,"['scifi', 'drama']",['TW'],1,tt6273088,8.2,126,5.667,7.778
ts74917,72 Cutest Animals,SHOW,2016,,27,['documentation'],['AU'],1,tt5815824,5.7,469,5.632,5.75
tm229140,Anthony Jeselnik: Thoughts and Prayers,MOVIE,2015,,59,['comedy'],['US'],,tt5087554,7.7,5515,5.607,7.4
ts75897,Kulipari: An Army of Frogs,SHOW,2016,TV-Y7-FV,24,"['action', 'animation', 'comedy', 'drama', 'family', 'fantasy']",['US'],2,tt6035850,6.9,267,5.305,6.5
tm451222,Lang Tong,MOVIE,2015,,83,['thriller'],['SG'],,tt6423578,4.8,388,5.221,3.8
tm316567,HiGH&LOW: The Red Rain,MOVIE,2016,,110,"['action', 'thriller', 'drama']",['JP'],,tt5923040,6.1,354,5.064,7.8
tm225675,Jeff Dunham: Unhinged in Hollywood,MOVIE,2015,PG,60,['comedy'],['US'],,tt5038776,6.7,767,4.882,6
ts54117,Luna Petunia,SHOW,2016,TV-Y,24,"['animation', 'family', 'fantasy']",['CA'],3,tt4588068,6.4,56,4.825,6.5
tm232267,Mike Epps: Don't Take It Personal,MOVIE,2015,,60,['comedy'],['US'],,tt5339586,4.4,298,4.525,4.8
ts51367,Trailer Park Boys: Out of the Park: Europe,SHOW,2016,TV-MA,29,"['action', 'comedy', 'crime', 'drama']",['CA'],2,tt5937754,7,2476,4.462,6.083
ts77654,Care Bears and Cousins,SHOW,2015,TV-Y,22,['animation'],['US'],2,tt4680360,6.8,85,4.433,7.625
tm235232,Misunderstanding,MOVIE,2015,,120,"['romance', 'comedy']",['EG'],,tt4453286,4.2,797,4.372,
ts82582,The Truth Seekers,SHOW,2016,TV-MA,44,"['drama', 'action']",['SG'],1,tt7131694,6.9,17,4.298,
ts42628,Netflix Presents: The Characters,SHOW,2016,TV-MA,31,['comedy'],['US'],1,tt5228026,5.4,909,4.192,4.789
tm233463,Husband Factor: Resurrection,MOVIE,2016,PG,108,"['comedy', 'fantasy', 'romance', 'drama', 'family']",['TR'],,tt4994718,5.7,3121,4.191,5.7
tm240728,Patton Oswalt: Talking for Clapping,MOVIE,2016,,65,"['comedy', 'documentation']",['US'],,tt5457520,6.8,2057,4.182,6.6
tm205333,You're My Boss,MOVIE,2015,,116,"['comedy', 'romance']",['PH'],,tt4489160,6.2,302,3.976,8.1
tm283938,Selfie 69,MOVIE,2016,,116,"['romance', 'comedy', 'action', 'european']",['RO'],,tt4796634,6.1,1700,3.905,6.694
tm233023,Tom Segura: Mostly Stories,MOVIE,2016,,73,"['comedy', 'documentation']",['US'],,tt4970632,7.5,3820,3.862,7.1
ts38812,Fearless,SHOW,2016,,42,"['documentation', 'reality']",['US'],2,tt5883700,7.1,318,3.737,7.286
tm199987,Ralphie May: Unruly,MOVIE,2015,,83,['comedy'],['US'],,,,,3.529,4.9
ts98252,Dreamworks Happy Holidays from Madagascar,SHOW,2016,TV-PG,31,"['family', 'animation', 'comedy']",['US'],1,tt6929194,6.5,117,3.42,
tm242002,Jeff Foxworthy & Larry the Cable Guy: We've Been Thinking,MOVIE,2016,,74,['comedy'],['US'],,tt5571712,5.9,676,3.159,5.545
tm218683,The Massively Mixed-Up Middle School Mystery,MOVIE,2015,,39,"['thriller', 'comedy']",[],,tt3521770,6.8,98,3.014,
ts95803,Gecko's Garage,SHOW,2015,TV-Y7,13,"['animation', 'family']",['GB'],3,tt14865674,5.5,35,3.008,5
tm257141,Cedric the Entertainer: Live from the Ville,MOVIE,2016,,60,['comedy'],['US'],,tt5753806,6.2,711,2.989,5.8
tm275726,Carlos Ballarta: el amor es de putos,MOVIE,2016,,67,['comedy'],['MX'],,tt6268852,7.1,245,2.98,6.5
ts83449,Love Storm,SHOW,2016,TV-14,87,['family'],['TW'],1,tt6093070,5.5,329,2.958,9
tm281182,Gabriel Iglesias: I'm Sorry for What I Said When I Was Hungry,MOVIE,2016,PG-13,87,"['comedy', 'documentation']",['US'],,tt6302122,7.4,2725,2.902,7
tm244842,Ordinary People,MOVIE,2016,,107,['drama'],['PH'],,tt5891626,7.4,812,2.841,6
ts55223,72 Dangerous Places to Live,SHOW,2016,TV-PG,45,['documentation'],['AU'],1,tt5674272,6.3,412,2.673,5.444
tm234064,Halal Love,MOVIE,2016,,95,"['drama', 'romance', 'comedy', 'european']","['DE', 'LB']",,tt5105218,6.4,482,2.66,5.8
tm206875,Dohchay,MOVIE,2015,,138,"['crime', 'comedy', 'action']",['IN'],,tt4463780,5.8,701,2.593,3.9
tm246810,Santa Banta Pvt Ltd,MOVIE,2016,,112,"['comedy', 'crime', 'drama']",['IN'],,tt2909396,2.7,293,2.559,3.8
tm215265,Ave Maria,MOVIE,2015,,15,['comedy'],"['DE', 'PS', 'FR']",,,,,2.53,5.9
ts54156,Chef's Table: France,SHOW,2016,TV-14,46,['documentation'],['US'],1,tt6088326,8.2,1792,2.517,8.3
tm224275,3000 Nights,MOVIE,2016,,103,['drama'],"['JO', 'LB', 'QA', 'PS', 'AE', 'FR']",,tt3815424,7,820,2.484,6.3
ts42260,Chelsea Does,SHOW,2016,TV-MA,70,['documentation'],['US'],1,tt5275894,7.4,2542,2.384,5.846
tm811691,Thomas & Friends: Full Steam To The Rescue!,MOVIE,2016,,93,['family'],['GB'],,,,,2.253,7.3
tm340927,Motu Patlu: King Of Kings,MOVIE,2016,G,109,"['animation', 'comedy', 'action']",['IN'],,tt6278732,6.7,174,2.201,9
tm296203,A Chaster Marriage,MOVIE,2016,PG-13,93,"['comedy', 'romance', 'family']",['TR'],,tt5985820,5.4,874,2.185,5.1
tm217986,Bangistan,MOVIE,2015,PG-13,135,"['drama', 'comedy']",['IN'],,tt3422462,4.5,1352,2.161,6.3
tm244079,SofÃ­a NiÃ±o de Rivera: Exposed,MOVIE,2016,,80,['comedy'],['MX'],,tt5886430,7.3,323,2.032,7.2
ts83454,"Have You Ever Fallen in Love, Miss Jiang?",SHOW,2016,TV-14,85,['drama'],['TW'],1,,,,1.92,
tm350044,A Man Returned,MOVIE,2016,,30,['documentation'],"['LB', 'NL', 'GB', 'DK']",,,,,1.919,5.1
tm335263,Kathleen Madigan: Bothering Jesus,MOVIE,2016,R,71,['comedy'],['US'],,tt6264486,7.4,583,1.914,7
tm247396,Virunga: Gorillas in Peril,MOVIE,2015,,28,['documentation'],['US'],,tt4677816,6.6,34,1.864,7
tm628693,"Do Paise Ki Dhoop, Chaar Aane Ki Baarish",MOVIE,2016,,121,['drama'],['IN'],,tt1935782,6.6,239,1.805,6
tm233648,"Trailer Park Boys: Drunk, High and Unemployed: Live In Austin",MOVIE,2015,,74,['comedy'],['CA'],,tt5087462,6.5,1110,1.764,5.294
tm282988,Dieter Nuhr: Nuhr in Berlin,MOVIE,2016,,68,"['comedy', 'european']",['DE'],,tt6959666,4.7,75,1.644,6.2
tm247159,The Last Egg,MOVIE,2016,,95,"['romance', 'comedy', 'drama']",['VN'],,tt5357902,4,118,1.601,6
tm243070,Those who fear are dead,MOVIE,2016,,110,['drama'],['EG'],,tt5686120,3.8,102,1.471,2.7
ts91990,The Creative Indians,SHOW,2016,TV-MA,29,['documentation'],['US'],4,tt9583184,8.3,47,1.4,9
tm247444,Poshter Girl,MOVIE,2016,PG-13,140,['comedy'],['IN'],,tt5323386,6.7,344,1.374,8
tm452046,Hans Teeuwen: Echte Rancune,MOVIE,2016,,63,['comedy'],['NL'],,,,,1.329,6.3
tm244041,Jandino: Whatever it Takes,MOVIE,2016,,94,['comedy'],"['GB', 'NL']",,tt6999080,4.6,32,1.329,5
tm244868,The Flower of Aleppo,MOVIE,2016,,100,"['drama', 'war', 'action']",['TN'],,tt5448246,5.4,128,1.279,6.2
tm313374,The Tour,MOVIE,2016,,93,"['comedy', 'documentation', 'european']",['CZ'],,,,,1.269,7
ts285233,Unchained fate,SHOW,2016,TV-14,40,"['scifi', 'drama']",['MY'],1,,,,1.106,
tm494288,Brother Jekwu,MOVIE,2016,,103,"['comedy', 'crime']",['NG'],,tt8857316,,,1.104,
tm421382,Lakeeran,MOVIE,2016,,113,['drama'],['IN'],,tt6115284,6.5,36,1.102,
tm456667,Black,MOVIE,2015,,90,['action'],[],,tt7254796,4.5,83,0.964,
tm274924,Two Degrees of Murder,MOVIE,2016,,98,['drama'],['ZA'],,tt4212552,7.1,49,0.964,6
tm540757,Project Marathwada,MOVIE,2016,,110,['drama'],['IN'],,tt5714802,6.6,92,0.929,
tm1065283,Besieged Bread,MOVIE,2016,,12,['drama'],['SY'],,tt4661188,,,0.924,5
ts82475,The Dream Job,SHOW,2016,TV-14,44,"['drama', 'family']",['SG'],1,tt7131688,6.7,17,0.895,
tm1223831,Motu Patlu Aur Khazaane Ki Race,MOVIE,2015,,75,"['animation', 'action', 'comedy']",['IN'],,tt20765946,,,0.845,
tm1254098,Animal,MOVIE,2016,,13,[],[],,,,,0.808,
tm295349,Ricardo O'Farrill: abrazo navideÃ±o,MOVIE,2016,,31,['comedy'],['MX'],,tt6475778,5.8,77,0.806,4.4
ts127430,StoryBots Super Songs,SHOW,2016,TV-Y,21,"['animation', 'family']",['US'],1,tt6163070,8.7,183,0.701,9
ts253685,Secret of Success,SHOW,2015,TV-14,41,['drama'],['MY'],1,,,,0.6,
tm562821,Grandmother's Farm Part 2,MOVIE,2015,,80,"['comedy', 'horror', 'thriller']",['AE'],,tt4658908,5.6,68,,
tm526163,Dinosaur World,MOVIE,2015,,65,"['animation', 'comedy', 'drama']",['IN'],,tt6536576,,,,
ts249161,Tariqi: My Way,SHOW,2015,TV-14,42,"['drama', 'music']",['US'],1,tt5528490,7.2,161,,
ts107658,Mind Game,SHOW,2015,TV-14,44,"['action', 'crime', 'drama']","['JP', 'US']",1,tt8879588,7.1,15,,
ts79813,You,SHOW,2018,TV-MA,48,"['drama', 'romance', 'thriller', 'crime']",['US'],4,tt7335184,7.7,261831,341.151,8.118
ts81927,New Amsterdam,SHOW,2018,TV-14,43,['drama'],['US'],5,tt7817340,8,43464,163.879,8.462
ts53864,Ozark,SHOW,2017,TV-MA,60,"['crime', 'drama', 'thriller']",['US'],4,tt5071412,8.5,322557,111.484,8.245
ts55668,Dark,SHOW,2017,TV-MA,56,"['drama', 'scifi', 'crime', 'thriller']",['DE'],3,tt5753856,8.7,401384,132.889,8.423
ts77795,Derry Girls,SHOW,2018,TV-MA,26,['comedy'],['GB'],3,tt7120662,8.5,46553,20.005,8.078
ts56683,The Sinner,SHOW,2017,TV-MA,45,"['drama', 'crime', 'thriller']",['US'],4,tt6048596,7.9,128720,141.568,7.463
ts78801,Cobra Kai,SHOW,2018,TV-14,33,"['action', 'drama', 'comedy', 'sport']",['US'],6,tt7221388,8.5,190785,218.009,8.2
ts42405,Mindhunter,SHOW,2017,TV-MA,53,"['drama', 'crime', 'thriller']",['US'],2,tt5290382,8.6,261429,49.688,8.067
ts42477,Babylon Berlin,SHOW,2017,TV-MA,47,"['drama', 'crime', 'thriller', 'history', 'european']",['DE'],4,tt4378376,8.4,26324,57.447,7.833
ts81294,Manifest,SHOW,2018,TV-14,42,"['scifi', 'drama', 'thriller']",['US'],4,tt8421350,7.1,71203,176.155,7.733
ts83970,All American,SHOW,2018,TV-14,43,"['drama', 'sport']",['US'],5,tt11574984,7.6,9704,75.706,8.209
ts54102,Altered Carbon,SHOW,2018,TV-MA,52,"['scifi', 'drama', 'thriller', 'action']",['US'],2,tt2261227,7.9,174909,47.044,7.733
ts58433,The Haunting of Hill House,SHOW,2018,TV-MA,58,"['drama', 'horror', 'thriller']",['US'],1,tt6763664,8.6,252856,44.147,8.143
ts81884,Bodyguard,SHOW,2018,TV-MA,60,"['crime', 'war', 'drama', 'thriller', 'european']",['GB'],2,tt7493974,8.1,128571,24.971,7.836
ts77398,Lost in Space,SHOW,2018,TV-PG,49,"['scifi', 'action', 'drama', 'thriller', 'family']",['US'],3,tt5232792,7.3,101268,59.034,7.592
ts56768,Money Heist,SHOW,2017,TV-MA,49,"['drama', 'thriller', 'action', 'crime', 'european']",['ES'],5,tt6468322,8.2,488125,1.4,
tm244234,Call Me by Your Name,MOVIE,2017,R,132,"['drama', 'romance', 'european']","['FR', 'IT', 'BR', 'US']",,tt5726616,7.9,251347,46.267,8.177
ts75151,Godless,SHOW,2017,TV-MA,65,"['western', 'drama', 'action']",['US'],1,tt5516154,8.3,70703,20.35,7.724
tm244208,It,MOVIE,2017,R,135,"['horror', 'fantasy', 'thriller']",['US'],,tt1396484,7.3,559932,54.101,7.235
ts75097,Maniac,SHOW,2018,TV-MA,39,"['comedy', 'drama', 'scifi']",['US'],1,tt5580146,7.7,80805,18.224,7.409
tm403324,Operation Finale,MOVIE,2018,PG-13,124,"['thriller', 'drama', 'history', 'war']",['US'],,tt5208252,6.6,44300,14.5,6.698
ts53023,Riverdale,SHOW,2017,TV-14,42,"['drama', 'thriller', 'romance', 'crime']",['US'],7,tt5420376,6.6,147040,167.53,8.504
ts53198,One Day at a Time,SHOW,2017,TV-PG,28,"['comedy', 'drama']",['US'],4,tt5339440,8.2,17104,15.794,8.027
tm242705,Raw,MOVIE,2017,R,99,"['horror', 'drama', 'fantasy', 'european']","['BE', 'FR', 'US']",,tt4954522,7,72460,26.409,7.063
ts39015,A Series of Unfortunate Events,SHOW,2017,TV-PG,47,"['action', 'comedy', 'drama', 'family']",['US'],3,tt4834206,7.8,62922,93.943,7.338
tm315858,White Boy,MOVIE,2018,,82,"['documentation', 'crime']",['US'],,tt5635638,7.2,1864,3.823,7.2
tm315174,Phantom Thread,MOVIE,2018,R,130,"['drama', 'romance']","['US', 'GB']",,tt5776858,7.4,136288,14.725,7.297
ts75879,Big Mouth,SHOW,2017,TV-MA,27,"['animation', 'romance', 'comedy']",['US'],6,tt6524350,7.9,82428,59.674,7.836
ts53663,Workin' Moms,SHOW,2017,TV-MA,23,"['comedy', 'drama']",['CA'],7,tt6143796,7.8,18915,32.58,7.578
ts78305,Elite,SHOW,2018,TV-MA,49,"['crime', 'drama', 'thriller']",['ES'],6,tt7134908,7.3,82524,229.289,8.089
ts55720,GLOW,SHOW,2017,TV-MA,34,"['drama', 'sport', 'comedy', 'reality']",['US'],3,tt0784878,8,47733,12.192,7.271
ts81064,Legacies,SHOW,2018,TV-14,41,"['scifi', 'drama', 'fantasy', 'horror']",['US'],4,tt8103070,7.3,33335,182.116,8.516
ts77955,Somebody Feed Phil,SHOW,2018,TV-14,51,['documentation'],['US'],6,tt7752034,8.3,5944,5.134,7.5
ts55982,Anne with an E,SHOW,2017,TV-G,46,"['drama', 'family']",['CA'],3,tt0209534,8.7,57921,87.564,8.708
ts77030,MTV Floribama Shore,SHOW,2017,TV-14,41,['reality'],['US'],5,tt7577814,5.2,921,16.318,8.261
ts82597,The Dragon Prince,SHOW,2018,TV-PG,26,"['action', 'scifi', 'drama', 'family', 'fantasy', 'thriller', 'animation']",['US'],4,tt8688814,8.3,24590,34.721,8.3
tm406111,The Debt Collector,MOVIE,2018,,96,"['action', 'comedy']","['GB', 'US']",,tt7448180,5.8,8127,17.643,5.87
ts56969,Atypical,SHOW,2017,TV-14,31,"['drama', 'comedy']",['US'],4,tt6543368,8.3,81643,33.924,8.209
ts80856,Chilling Adventures of Sabrina,SHOW,2018,TV-14,57,"['scifi', 'drama', 'thriller', 'fantasy', 'horror']",['US'],4,tt7569592,7.4,98700,81.912,8.272
ts76243,The End of the F***ing World,SHOW,2017,TV-MA,21,"['drama', 'comedy', 'crime', 'romance', 'thriller']",['GB'],2,tt6257970,8,198042,37.945,8.14
ts80523,Aggretsuko,SHOW,2018,TV-14,17,"['comedy', 'romance', 'animation', 'drama', 'music']",['JP'],5,tt8019444,8,6746,28.093,7.245
ts57850,HAPPY!,SHOW,2017,TV-MA,43,"['action', 'scifi', 'thriller', 'comedy', 'crime', 'fantasy']",['US'],2,tt2452242,8.1,40235,16.902,7.393
tm318206,Den of Thieves,MOVIE,2018,R,139,"['thriller', 'crime', 'drama', 'action']",['US'],,tt1259528,7,115794,41.649,6.759
ts78356,The Rain,SHOW,2018,TV-MA,43,"['scifi', 'drama', 'thriller']",['DK'],3,tt6656238,7.3,616,49.791,7.4
ts54054,Imposters,SHOW,2017,TV-14,43,"['drama', 'comedy', 'thriller', 'crime']",['US'],2,tt5212822,7.8,14216,21.709,7.3
tm436844,The Christmas Chronicles,MOVIE,2018,PG,103,"['comedy', 'fantasy', 'family']",['US'],,tt2990140,7,77376,16.145,7.169
tm272060,What Happened to Monday,MOVIE,2017,R,123,"['thriller', 'drama', 'scifi', 'action', 'crime', 'fantasy']","['RO', 'GB', 'BE', 'DE', 'FR']",,tt1536537,6.8,126512,33.332,7.173
ts53545,Santa Clarita Diet,SHOW,2017,TV-MA,29,"['thriller', 'horror', 'comedy']",['US'],3,tt5580540,7.8,70415,21.003,7.463
ts82892,I Am a Killer,SHOW,2018,TV-MA,48,"['documentation', 'crime']",['GB'],4,tt8300324,7.4,4659,18.298,7
ts82584,Rise of the Teenage Mutant Ninja Turtles,SHOW,2018,TV-Y7,17,"['scifi', 'action', 'animation', 'family', 'comedy', 'drama', 'fantasy']",['US'],2,tt6601082,5.5,5376,18.899,6.3
ts57120,Good Girls,SHOW,2018,TV-14,42,"['drama', 'crime', 'comedy']",['US'],4,tt6474378,7.7,54425,45.772,8.007
ts79229,Wild Wild Country,SHOW,2018,TV-MA,67,"['documentation', 'crime']",['US'],1,tt7768848,8.1,32255,13.933,7.806
ts58367,Safe,SHOW,2018,TV-MA,45,"['drama', 'crime', 'thriller', 'european']",['GB'],1,tt7902072,7.2,45397,11.59,6.929
ts80705,Evil Genius,SHOW,2018,TV-MA,48,"['documentation', 'crime']",['US'],1,tt8342862,7.5,29276,10.822,7.352
ts77824,My Next Guest Needs No Introduction With David Letterman,SHOW,2018,TV-MA,50,[],['US'],4,tt7829834,7.9,5948,9.312,7.381
tm315344,Molly's Game,MOVIE,2017,R,140,"['drama', 'crime', 'sport']","['CN', 'CA', 'US']",,tt4209788,7.4,176952,29.009,7.1
ts84243,Baby,SHOW,2018,TV-MA,45,['drama'],['IT'],3,tt7645192,6.8,12001,30.907,7.883
ts56261,Castlevania,SHOW,2017,TV-MA,26,"['scifi', 'animation', 'drama', 'fantasy', 'horror', 'action']",['US'],4,tt6517102,8.3,68855,46.78,8.298
ts76458,Deadwind,SHOW,2018,TV-MA,46,"['drama', 'thriller', 'crime']",['FI'],3,tt6616260,7.3,11424,108.527,6.744
ts83745,Norm Macdonald Has a Show,SHOW,2018,,30,['comedy'],['US'],1,tt8139862,8.5,3715,4.528,8.3
tm287684,The Ritual,MOVIE,2017,R,104,"['thriller', 'horror']","['CA', 'GB']",,tt5638642,6.3,105599,43.789,6.216
tm374132,Bird Box,MOVIE,2018,R,124,"['drama', 'thriller', 'scifi', 'horror']",['US'],,tt2737304,6.6,352136,31.568,6.863
ts83540,Paradise PD,SHOW,2018,TV-MA,27,"['animation', 'action', 'comedy', 'crime']",['US'],4,tt8235236,6.8,17779,32.336,7.502
tm312676,Leave No Trace,MOVIE,2018,PG,109,['drama'],"['CA', 'US']",,tt3892172,7.1,61425,13.928,6.785
